User-ID,ISBN
499,139652
47357,23628
12370,20417
196,139653
4164,79394
1899,73408
910,7074
47423,18899
2495,56395
5891,80620
14243,138112
735,27478
4940,3281
11269,1441
11287,16701
10978,139654
20047,61105
2976,18121
7219,139655
463,69256
26949,86083
61526,20406
61527,17858
4504,44968
61528,77354
41453,139656
2482,9202
1901,24379
40637,67544
57972,1410
9446,139657
1386,3580
53581,16463
1745,3603
9760,47162
2085,139658
7645,23034
61529,20777
1376,139659
18435,13233
8742,57998
44377,10268
61530,302
10891,1789
6396,31899
29117,16511
3406,139660
33226,139661
13192,98180
1140,139662
49706,139663
24515,92464
2488,19934
12010,139664
3679,33788
2482,139665
1510,4081
1685,5748
6581,139666
47,139667
15825,3864
10847,139668
61531,71564
94,57368
1271,75856
1533,96944
4418,17197
61532,9242
13953,139669
3609,32923
6426,139670
40299,47490
4284,139671
4408,11058
34094,2089
61533,139672
177,76514
1585,139673
13279,5952
4418,16706
434,62463
5577,2693
324,3139
77,139674
61534,139675
4785,139676
2000,47785
13,10093
61067,133450
19598,80035
12718,457
13646,7055
383,8348
12531,139677
4800,5748
61535,77218
23307,12530
2722,21287
683,139678
117,91639
2901,28657
13284,33573
61536,103973
61537,55409
166,139679
39197,43487
3043,15074
1905,139680
54025,53284
4879,139681
366,139682
177,50258
3071,139683
61538,31725
23176,36618
370,21277
9148,33297
8935,139684
61539,20543
61540,95790
36091,18211
70,139685
2801,139686
4525,3843
145,139687
2384,10452
3219,29901
36514,139688
17774,30866
61541,139689
6370,23697
39430,23258
61542,139690
54012,139691
668,139692
14562,1500
18131,5994
1534,22759
366,139693
11928,2992
61543,28774
3634,7124
2613,139694
22265,21302
49599,139695
1927,2688
25838,3409
987,35506
4807,4371
326,5760
786,98288
1604,139696
4058,45291
21684,139697
19642,2441
6074,139698
61544,139699
441,77083
5714,139700
61545,7001
29270,12685
155,64178
14094,139701
189,139702
25228,11035
36096,19346
6016,737
1216,139703
1506,139704
28663,16455
5753,3925
393,85945
1418,95447
31635,139705
2085,139706
52783,65483
61546,68976
43504,83786
11509,1928
46,70063
47,21205
61547,3586
3100,139707
1765,5087
324,54398
47,139708
9437,21610
4511,20494
9333,1430
61548,139709
20281,139710
224,139711
11885,139712
61549,109699
61550,139713
47,42476
50697,32851
5272,139714
12039,6731
1381,139715
11693,13249
7724,139716
2505,2978
34680,139717
12483,84322
3342,139718
61551,23951
8295,23917
36148,36697
61552,84624
507,139719
3925,139720
9634,139721
21645,8140
931,109417
32936,139722
10017,68851
29832,419
61553,1928
29434,139723
8018,13061
439,139724
24957,139725
1015,33747
6465,7183
61554,1905
7846,48180
26468,19612
61555,239
3094,69349
961,1395
49838,38061
19661,4762
2983,139726
458,139727
61556,139728
6,42694
11455,3607
10396,139729
77,139730
1169,103175
501,37252
533,1314
42651,139731
370,26402
2152,16146
5087,91506
3751,139732
39761,139733
366,139734
11572,61946
7908,7746
2901,139735
6646,139736
10068,2810
4543,48591
2132,62788
787,139737
61557,139738
3258,29184
6794,139739
28522,6205
39430,270
61558,32986
61559,139740
1210,5022
15126,9582
219,31015
61560,1031
47,35228
303,109135
160,139741
962,95620
2355,13257
13647,8845
11269,104059
49,139742
47,9157
61561,4225
9861,139743
2419,206
715,139744
1004,14366
1883,117335
1857,71641
9603,139745
2632,3628
2382,71072
300,10473
2727,139746
664,48075
34176,60626
979,18974
15981,139747
6441,139748
2000,7315
17438,8757
21989,28794
864,26280
840,139749
2643,139750
61562,139751
9472,49366
368,79755
2840,780
846,50451
30849,27560
1444,139752
7925,95374
31930,15377
47,139753
2489,37074
20472,9949
257,100391
20825,139754
29633,4371
4217,139755
35,864
20785,139756
61454,139757
6882,23498
1009,10614
27698,14719
4469,1485
7022,18769
4106,139758
61563,19612
27410,139759
61564,16856
1575,139760
6414,73203
227,19312
764,30691
36680,139761
61565,139762
52573,139763
16469,44555
2643,53611
4768,35509
1169,32248
8090,138362
53,139764
61566,99000
16484,139765
507,68866
205,107778
8579,139766
43447,3067
9905,139767
8229,139768
61567,1187
522,66082
17597,139769
20418,39288
61568,26
324,139770
6481,27237
1902,18332
3001,15052
7442,77940
668,120600
12768,734
5062,13107
6625,139771
8539,13881
9699,21441
61569,55415
903,33058
70,139772
61570,18782
47,19764
2577,139773
35954,139774
12303,4918
6301,76207
7657,28808
3438,139775
24211,139776
12049,67522
47,71686
1533,7192
2901,10595
61571,2469
61572,139777
43192,139778
668,5434
61573,139726
29153,139779
61574,3641
1429,99906
30276,139780
2777,51864
61575,4232
3082,139781
1279,15320
14337,3910
58760,11076
788,2448
25560,139782
61576,9861
4268,91614
61577,56411
14490,139783
15449,139784
8835,22680
1434,10318
17403,139785
121,139786
943,40014
61578,64653
31869,115849
61579,10983
619,139787
61580,9333
310,790
1145,139788
14793,13884
151,567
22328,21202
61581,139789
2116,1834
5702,28961
9165,139790
507,139791
10348,50941
2085,139792
46,48018
40852,92202
211,139793
4173,122667
5478,3586
2232,139794
3377,32446
1825,139795
3427,139796
281,55463
8036,127997
61582,139797
61583,12961
4548,3732
3583,1565
2837,59399
61584,55726
31650,87588
2302,30123
25760,16230
18973,11796
19023,139798
61585,67317
61586,864
19,139799
2644,139800
61587,22086
88,114078
2194,9141
160,118167
21572,139801
33414,139802
3057,20679
47,139803
10553,4693
9759,4254
15877,90989
661,139804
61588,139805
8151,18236
1882,139806
2770,139807
27468,86512
1181,29379
366,139808
61589,97933
47,179
13231,48684
47020,1789
623,99478
4962,139809
2365,112036
540,139810
61590,1414
61591,24329
6952,10505
166,139811
507,139812
1455,139813
49803,45470
20151,5147
38401,1273
6414,139814
8295,3067
35022,139815
61592,49502
4686,3748
2233,139816
2236,27285
61593,10238
2555,87497
328,139817
8344,28199
3486,84139
47,25889
2965,53936
561,25012
675,139818
10344,55277
53525,139819
9550,4010
47,139820
2722,110173
44,139821
3888,32791
370,139822
61594,139823
16077,139824
32161,1928
59842,139825
56,32474
61595,66751
1693,50409
1419,139826
5635,139827
61596,75225
338,139828
61597,9655
8618,78580
462,139829
61598,139830
61599,139831
324,57949
8493,105489
6465,139832
10049,100157
131,139833
28001,139834
459,139835
12668,72704
1514,139836
61600,11385
9074,126859
47,96810
696,139837
8601,5495
2242,5440
160,139838
320,139839
10382,139840
529,139841
368,6741
6515,855
189,139842
47,41569
23423,81386
2349,94246
5470,139843
1966,3425
13278,735
6484,85504
4268,3734
3101,139844
11876,3688
14428,139845
61601,80634
47,32943
61602,29341
4407,139846
12,32447
31214,14958
600,139847
21738,1607
3182,44393
61603,139848
5373,4555
9441,139849
2794,139850
39850,10768
2409,114194
927,21745
5193,133902
19708,139851
6988,5923
835,284
5827,35777
58038,139852
1676,11675
21403,139853
177,139854
641,139855
7096,4370
36500,127927
9039,8140
61604,139856
1027,92621
120,139857
61605,139858
61606,988
1524,139859
1552,47275
61607,107958
61608,38484
366,139860
21876,10463
61609,139861
61610,130361
1011,233
9771,10238
366,139862
11697,139863
2120,139864
9427,139865
335,25192
627,139866
1787,139867
18139,139868
943,64901
643,78664
5912,139869
253,126586
3928,846
1871,16907
61611,3968
61612,284
8662,139870
61613,139871
12778,34502
12992,17306
38334,1559
1152,139872
4728,84504
379,3972
943,2007
13402,3782
227,24141
61614,1531
34648,26014
61615,6792
11399,139873
2629,139874
61616,139875
9147,2119
4125,524
4115,139876
7229,3061
1140,139877
61617,139878
2481,139879
23161,8923
61618,10919
94,49843
2671,29268
2488,139880
41237,75093
216,139881
23270,132454
2217,139882
13964,11559
1745,139883
2459,80902
13199,75502
1117,26428
395,18705
30543,81589
23777,21938
8,139884
17272,139885
7534,20040
1004,69598
2513,97681
3675,9653
1384,139886
4213,35664
61619,8146
7007,139887
2150,26034
61620,6715
1575,139888
3239,3589
47,139889
37578,139890
501,139891
36293,139892
3472,3147
5199,177
2148,1562
9791,139893
2175,139894
61621,139895
37040,87321
61622,139896
26137,2745
10440,57919
61623,83097
6999,139897
3641,2424
1287,21900
2976,139898
2233,411
1223,208
2703,139899
11071,5907
327,3409
871,4020
42027,53978
19729,139900
5206,26349
6978,3059
5104,139901
577,139902
828,139903
1575,139904
19785,139905
2739,139906
42376,139907
17311,139908
507,139909
723,17450
48712,139910
16930,17261
6475,11259
4419,139911
36627,22399
11792,34392
2470,139912
160,139913
61624,139914
10382,80266
3752,42420
61436,78369
2724,2506
1501,30661
4002,139915
137,4163
47,139916
865,139917
14133,139918
8717,48982
7269,139919
12873,139920
57253,3595
14363,139921
1818,139922
3103,24487
61625,139923
58790,3564
1619,139924
61626,139925
4114,38552
2450,139926
177,139927
1901,139928
6043,139929
7815,23313
7239,9979
1075,57257
24281,46772
229,4344
1927,777
13533,12774
10026,67750
61627,61644
1979,139930
16507,2469
61628,139931
6297,54616
799,49710
2482,153
2054,2646
61629,1389
25593,82906
1247,5065
303,65793
33619,92634
61630,270
2025,33616
23674,34
27487,2190
456,139932
5276,139933
1412,60902
1505,139934
6033,139935
311,13559
366,139936
172,139937
22469,131628
61631,567
2609,67158
8473,40466
482,8055
61632,59831
47,139938
11047,139939
21240,1945
3642,6
6071,5434
16714,19703
61633,19366
47,139940
61634,139941
3106,20082
1049,65197
2,13443
4482,49936
61635,2412
23318,3710
8591,62818
2553,139942
8319,13147
3008,10938
61636,139943
6609,98812
13709,134711
5440,139944
173,139945
3446,8661
10583,76448
7297,1618
18651,139946
29871,42176
36352,6305
8601,139947
2816,139948
30547,4540
16514,139949
4597,10412
155,139950
25597,7571
7458,139951
3146,32362
61637,139952
25799,57845
25692,46048
5269,29059
88,100035
474,74417
61638,18717
29940,10872
8210,9634
4870,13347
4995,61339
61639,80389
17863,139953
3591,1408
5680,25021
35232,3681
8,46634
1524,139954
606,47989
177,139955
61640,262
13285,79522
8726,71636
3142,75205
25382,139956
20900,139957
751,139958
177,93930
19173,139959
458,139960
61641,104965
39021,16967
10130,15236
47,79259
567,113281
3100,51921
20117,2953
6548,139961
25,139962
2194,139963
88,6447
177,139964
2604,13942
1588,139965
4479,139966
46979,3636
1139,70932
1719,67614
52270,114026
2194,138221
7101,139967
45343,11805
61642,59454
56,43908
1696,139968
7687,139969
14181,2515
117,139970
61643,35715
8072,83304
2592,5253
2572,139971
32793,8851
1127,139972
16508,1071
26645,139973
25597,1152
61644,22229
61645,41375
6109,139974
593,139975
21499,139976
11867,54316
1771,13742
754,139977
3424,139978
17538,5952
9670,139979
38,195
50842,8883
47,139980
327,54975
34272,139981
11939,66020
2516,1389
17077,139982
883,7571
61646,139983
61647,139984
13223,1450
5699,139985
664,139986
4162,15833
17274,139987
1509,20041
8210,139988
46897,1676
52020,139989
1533,31761
42362,313
4196,139990
61648,68763
32799,139991
189,139992
19148,123294
2572,48711
4923,139993
177,139994
6739,139995
1923,139996
45247,139997
56853,19612
11086,139998
4247,139999
61649,4422
4244,4438
9305,918
31475,112964
5146,140000
5056,91829
1901,16169
15009,67899
61650,37145
5548,140001
7068,22928
39293,140002
177,140003
2839,153
1852,115415
145,140004
6583,31373
177,106409
172,140005
931,140006
9278,140007
17562,2912
155,140008
6475,35921
61651,6196
10149,140009
44418,1001
17029,15439
8791,133693
43955,140010
5331,140011
924,140012
864,42572
1406,3996
2365,68920
6357,3580
61652,17500
1319,140013
61653,140014
61654,1871
28832,8527
61655,114755
61656,7574
177,140015
11975,2296
538,1449
366,17214
1381,140016
47,140017
25186,140018
17591,140019
6379,24363
5888,4861
3342,140020
3451,140021
2577,91521
61657,140022
1247,10541
5910,94585
5535,14319
1300,22040
833,13408
3960,1882
17077,89251
5383,99345
28613,140023
4469,60835
61658,140024
870,26940
172,140025
4633,140026
15801,4508
52687,140027
966,4599
12236,140028
12532,140029
12889,55469
22871,140030
54683,140031
10482,12050
61659,18575
61660,33361
2613,7482
189,140032
4327,140033
56227,4081
11555,140034
10629,93389
16488,14319
480,124244
20940,2277
28623,140035
9144,92140
477,2250
3187,15388
52197,69408
5374,16534
41836,140036
49,140037
720,50175
9807,520
2644,42332
4330,140038
47,140039
57152,99830
748,65921
1740,140040
4925,581
610,112224
5907,140041
9427,140042
2150,56078
5768,140043
15505,69959
61661,4446
61662,6912
8052,75937
903,17478
2495,127456
61663,140044
3902,1794
14363,44588
4519,140045
61664,126324
47,79220
10643,632
27969,2515
1125,40024
9764,8521
12574,4199
13805,140046
7137,7633
3088,140047
303,7465
9437,12911
6266,140048
456,140049
61665,340
2309,74089
4469,140050
6548,9160
366,140051
61666,411
61667,63133
36866,108071
739,33077
501,140052
441,40960
61668,9875
17171,140053
17215,140054
5460,132162
57401,140055
867,97513
7256,14046
821,8481
593,140056
1643,140057
177,140058
61669,140059
4878,140060
10644,28915
38,18229
22547,36580
61670,122022
23761,140061
12654,140062
3098,1064
21411,140063
3887,140064
9803,11061
6,58888
8188,140065
6272,140066
61671,87021
11648,140067
61672,3309
8233,140068
6295,2313
804,4703
1135,140069
943,15386
10752,140070
34591,2919
41033,140071
43329,2768
1997,50417
1791,115793
8003,78401
6180,140072
1140,128069
9460,153
61673,30901
39780,12959
1343,140073
1104,688
330,140074
788,140075
19339,140076
575,140077
4838,140078
1997,7958
4442,140079
2553,140080
8617,5695
49424,15121
4235,140081
9827,31924
7908,140082
22945,140083
28581,140084
55816,12282
26991,18648
889,69219
11109,56223
4276,39981
350,140085
23326,140086
870,140087
5954,140088
1440,47728
6023,34858
5223,42883
6140,2029
8500,18409
306,140089
720,109584
943,140090
2204,140091
522,68826
4219,17686
6544,62476
499,140092
766,5244
38485,119114
1050,140093
488,122712
4970,47951
6458,140094
4580,24458
561,36668
202,140095
60809,18322
7815,2646
2046,232
500,140096
9778,20908
12098,140097
236,140098
51611,140099
3986,140100
19964,140101
4546,95068
61674,4089
38687,1022
1458,75705
36556,19244
2352,8766
61675,24465
13492,6445
61676,137265
1472,15186
215,140102
61677,140103
2352,27861
1527,2133
856,140104
370,64265
5272,25397
32528,40769
61678,18676
61679,140105
18031,12544
61680,140106
230,45698
2934,5767
373,140107
3051,140108
403,77403
4394,140109
4648,19871
16308,140110
3115,140111
731,10134
1181,140112
2380,39661
5907,7803
61681,121355
1474,140113
2544,4971
61682,140114
20230,140115
1105,140116
18916,2968
918,140117
1747,140118
13715,98000
34449,7145
456,20496
40315,140119
28640,56750
3272,15408
6085,140120
7994,58995
61683,140121
3304,48170
2836,9996
16113,140122
47,19385
20692,1911
61684,1834
38,979
3692,140123
61685,140124
30,14607
641,140125
112,140126
11625,10622
177,140127
7045,694
177,89191
29357,19612
130,140128
26194,140129
166,140130
21135,480
61686,27904
47,14627
2706,35948
575,140131
2688,35167
28897,7183
47,3562
8358,1259
61687,270
12239,140132
366,140133
277,86398
6238,232
15576,68182
5608,1911
31397,5242
2733,9169
16905,21794
8349,5836
1169,7212
18400,56085
531,18371
9843,140134
9848,21745
2527,15508
61688,73654
887,8509
40256,140135
61689,3081
2349,140136
28375,23959
15308,16898
932,137091
61690,140137
61691,910
22482,1712
298,140138
9642,54251
151,140139
19547,24539
8,140140
41247,7048
1299,188
61692,71080
7353,58602
12833,140141
11773,140142
965,3846
25294,140143
3687,140144
14344,140145
15215,140146
178,140147
14863,130040
12209,140148
61693,22465
12365,9858
21891,140149
8723,43541
7021,70328
8003,17724
9133,14730
61694,4036
954,140150
47262,133773
2799,140151
14563,12498
61695,9950
6990,37630
3692,140152
35933,331
22975,103010
32532,65760
30485,10970
211,140153
32689,99803
61696,2495
50110,1281
50066,55463
4978,140154
33472,3674
1542,140155
12024,130118
2563,47859
6955,6666
61697,140156
44664,86534
259,32508
931,140157
19520,60915
694,140158
10440,68338
668,1459
106,24150
52608,140159
21629,67638
25169,2377
61698,25215
12809,103347
60013,140160
1401,101174
1434,8204
1383,140161
48408,2284
538,42980
1758,140162
14245,80256
600,25012
177,140163
3873,411
2232,42483
3058,71569
370,13794
9838,40463
61699,140164
30084,140165
1321,140166
9535,140167
42333,1028
14959,769
1777,92288
1986,13802
61700,12170
61701,39381
25087,140168
1002,140169
6950,134148
61702,140170
61703,140171
47,140172
13115,140173
26519,15629
61704,140174
8288,140175
1080,140176
1355,6974
10605,140177
5,140178
973,140179
1209,140180
7456,140181
2313,140182
2478,7620
2643,140183
14847,11904
393,33385
4135,76451
14605,135307
36146,3688
1534,140184
12565,411
2327,140185
5728,140186
38,140187
1489,109798
3556,101313
460,1762
177,104779
564,2785
3699,72079
61705,12039
2090,4738
47,50118
1355,6232
2010,140188
39064,3941
61706,140189
10642,140190
1755,57368
189,80778
6441,140191
1740,140192
227,8847
2438,140193
39264,140194
9027,43798
49730,140195
298,140196
26615,290
9518,140197
8485,50739
131,103955
11251,71414
1250,7419
507,857
821,57916
22413,2516
45337,63841
38109,140198
47,57798
560,48320
395,110427
2484,140199
1905,2712
10966,988
155,140200
61707,140201
50089,21975
2609,140202
1657,65679
29855,8379
9639,28761
3315,76307
177,140203
11478,74893
5460,8982
25117,140204
6056,140205
177,140206
61708,140207
4268,27766
1484,7871
61709,998
155,140208
10832,11743
1659,33802
43,140209
47,140210
51319,25837
61710,86522
1524,140211
3392,140212
16851,140213
3733,140214
565,140215
2427,3395
21088,3425
8878,81061
2320,140216
3659,140217
61711,18717
26947,7503
2320,140218
600,140219
61712,56227
1080,2436
2015,7609
3348,140220
61713,140221
58903,979
37532,103801
61714,140222
6297,116816
241,140223
2026,24124
4824,10283
443,140224
324,1928
277,127886
1899,4269
33247,140225
177,84082
11893,11796
61715,1408
11805,140226
8581,4667
3646,10578
1986,136734
47,140227
53603,47324
8953,140228
931,18127
61716,38724
4066,120670
15740,140229
19428,140230
27727,9169
61717,52014
9475,46906
6388,37398
4469,23644
4558,110597
47,140231
24910,53891
35603,4225
56634,15561
15494,18006
2830,15204
8189,140232
4333,107143
122,140233
35024,17005
6096,140234
5761,2065
14165,140235
2482,42446
4795,55014
6780,140236
7687,88568
61718,140237
61719,140238
6078,140239
4957,6584
172,140240
47,140241
1130,120016
152,140242
625,140243
30688,3352
8591,37890
821,140244
61720,60732
61721,56749
1205,1270
1247,140245
1247,46967
394,55356
5991,9843
6799,8256
6000,140246
20448,6976
16512,23756
1011,140247
17327,18444
12328,12822
47,140248
3859,140249
564,4401
1386,140250
5461,140251
7107,10019
47,140252
4859,140253
4686,8120
19550,55644
50285,10719
61722,21804
4317,1657
2026,16299
2431,22197
6833,291
277,140254
895,8442
28975,140255
61723,2577
33212,140256
61724,60485
28425,140257
11,117061
10147,3617
61725,2922
6383,19132
1994,17424
3315,86630
2817,140258
61726,33901
1568,107473
61727,140259
47,10996
2991,15401
60608,2010
4247,71242
4997,2408
61728,140260
47,54432
7297,79630
2572,140261
6508,31432
38766,140262
61729,140263
130,88557
61730,68072
828,140264
5071,106167
720,14998
3329,140265
1127,140266
3340,13744
366,140267
6583,36977
4124,140268
205,140269
5912,140270
5857,97959
2698,140271
61731,31522
825,140272
1691,23165
2386,3566
6628,140273
924,140274
120,140275
163,11746
7150,140276
10395,8287
32951,130725
177,140277
1492,1016
61732,140278
4795,62652
61733,140279
61734,18676
1991,11748
7923,411
6303,140280
9682,24858
10881,140281
567,140282
14230,30954
177,140283
20125,47473
17271,41218
1160,140284
3026,116201
61735,140285
4552,140286
599,140287
3002,140288
2431,4426
9633,26803
161,140289
1011,6299
750,140290
61736,1972
9672,140291
931,140292
205,140293
177,140294
194,19929
28976,2846
3136,1751
61737,129300
4929,140295
366,140296
6082,140297
61738,140298
61739,12608
61740,10199
2549,140299
61741,22096
14370,6780
56,139357
2705,140300
1545,2768
3614,85587
5893,4863
33091,75705
155,5402
467,5997
9611,7964
7101,402
31249,177
5922,542
5445,735
61742,140301
368,2019
38032,11904
10072,2475
18822,140302
1466,6470
5062,83990
4028,2152
14764,63720
12347,2083
3088,45472
2412,6162
1524,140303
61743,3076
61744,61129
4810,71208
23326,140304
151,140305
5906,29593
4895,7547
6305,140306
3019,60833
4304,116177
31303,6057
18338,140307
26260,128829
354,69728
8988,20890
645,12623
8998,11870
3289,140308
60577,12761
16630,39345
6042,7308
44426,29111
6113,4256
860,68280
1939,12177
1866,20014
1181,140309
3058,140310
2268,59377
6841,140311
61745,22843
833,59139
53519,140312
61746,140313
668,140314
61747,313
11198,140315
3461,3294
669,55338
25,140316
47,140317
26246,37655
325,13828
21691,40375
767,26017
1236,140318
16130,2133
1927,58920
949,596
973,140319
2320,99034
61748,140320
697,13781
4479,33343
5206,3891
1065,24399
56281,140321
1381,63695
35457,140322
25420,87513
13569,137577
21322,108457
40618,17515
61749,140323
37653,8442
19169,140324
5146,140325
61750,140326
44340,140327
500,140328
277,111750
5290,140329
61751,140330
3088,9847
4079,24549
17842,2953
28251,411
5702,77117
2336,19600
11409,140331
61752,52235
31032,140332
4799,1477
1765,54398
21394,3115
24547,2408
1347,3871
818,5984
9386,19805
25233,5850
1063,68091
8990,28924
6039,90459
2090,140333
3681,140334
30686,52008
155,11379
12479,1094
177,140335
3472,2086
5477,1562
3368,2448
18741,131354
61753,140336
6365,140337
61754,657
787,108539
13120,140338
61755,11187
61756,140339
278,3733
931,140340
649,100879
11115,13476
2512,735
30766,140341
809,5044
7069,140342
9586,21168
61757,63483
4172,140343
61758,140344
163,13518
33592,140345
61759,140346
3434,10904
10440,140347
56,84884
21307,567
965,7525
499,50402
15900,51921
458,140348
1064,30421
1823,140349
2848,106236
1584,140350
61760,1882
61761,140351
2701,41756
35,140352
15358,140353
10763,100975
10861,140354
2544,15751
60,140355
61762,97489
6400,63339
13108,7859
494,4850
2645,126680
5540,42830
214,24214
6127,3674
10385,140356
172,140357
2923,313
1990,11090
913,85090
8417,24108
11588,8041
20289,102696
61763,50858
9556,48027
18154,140358
26949,140359
44804,15383
3819,140360
2502,780
61764,140361
2000,917
1778,44720
19713,14187
15963,140362
61765,140363
1247,58938
13560,38536
13967,177
1984,50801
43875,10022
33984,140364
19448,1854
4347,468
252,140365
55123,8438
17672,40326
45020,26873
6193,8225
45196,140366
47,6512
1478,140367
4154,121732
22886,16921
5058,117882
18320,45947
177,15304
61766,3292
33565,16144
61767,140368
61768,23747
7865,140369
8359,140370
1771,40700
924,27372
8025,735
4307,118197
236,140371
23956,3949
36957,140372
15804,18438
61769,44508
14761,35167
9784,140373
48154,7706
177,140374
2060,101065
5961,140375
28671,140376
160,140377
3406,140378
92,140379
13798,2190
61770,140380
61771,75127
61772,12961
2543,111000
61773,1905
2024,140381
7025,9218
61774,19409
1098,411
2164,140382
19865,140383
3424,140384
14499,45941
10931,67544
16489,83550
61775,140385
19,140386
61776,20884
649,140387
61777,45877
177,13858
277,140388
2549,140389
61778,2364
19248,140390
3564,140391
47,2917
1771,11616
44090,140392
31719,24046
20640,1595
4611,21929
61779,82615
2762,83459
61780,3829
15915,73754
47546,140393
61781,84168
26472,7074
1997,16366
4866,140394
79,140395
46977,2684
17051,3748
29199,27834
30,1550
1123,140396
61782,7419
366,140397
234,140398
3329,69149
731,825
4453,140399
1537,66655
1870,4578
12325,17635
3062,14126
5636,2785
47,8772
35969,4624
12298,26123
35208,81543
6735,6151
1726,60896
11944,140400
1162,140401
161,140402
7893,50752
61783,140403
46980,82143
160,140404
538,140405
277,106189
1275,8140
612,140406
1771,33978
19102,29408
35205,140407
61784,2096
8520,140408
19720,140409
29832,177
60192,111535
771,777
7987,1800
3420,988
32703,52734
8083,16432
2447,3163
61785,1500
786,140410
61786,15395
8172,37808
291,140411
11752,7321
1585,140412
12161,140413
23943,1893
8231,15156
4500,140414
21649,45410
19757,26987
177,140415
189,4306
9313,140416
11516,2475
2321,4555
366,140417
18751,8509
11276,14840
1174,98355
53716,17432
1213,140418
11073,73257
9384,28717
61787,140419
588,140420
3279,87553
25210,3566
459,140421
61788,140422
47,140423
831,140424
5728,140425
1374,140426
61789,137641
7305,79330
37554,50263
2577,79755
61790,3311
61791,30235
1,140427
987,10659
61792,7435
9795,6445
47005,16087
16052,6983
177,140428
21486,17515
9164,70073
2661,95525
20455,140429
101,140430
2302,80039
22811,10259
808,17562
10643,1028
177,140431
24585,11111
366,2460
86,26558
61793,12514
366,3531
34008,23500
2288,140432
1818,140433
13794,140434
4709,140435
7226,140436
11064,140437
1495,140438
11394,9660
61794,4817
1489,5734
12438,1928
575,140439
19370,19373
12887,18229
16234,140440
13267,140441
8070,88451
177,140442
131,140443
61795,14279
61796,6029
47008,4701
8416,140444
916,140445
61797,140446
61798,16144
31077,36953
1787,2317
5390,140447
49365,140448
61799,140449
22749,140450
79,140451
734,88483
43340,140452
13584,58408
20687,2915
1882,34189
4737,15701
13350,27281
1287,22235
9156,36596
4544,126930
166,140453
9100,102869
61800,3999
20266,15116
11523,4782
13388,140454
846,140455
7481,51167
9431,93545
4329,140456
5461,140457
3956,24141
15840,109753
47,140458
6026,140459
14570,16224
5345,26794
4777,140460
2433,140461
4130,10153
12719,38474
3594,28010
3031,140462
177,140463
27898,1854
2707,140464
61801,140465
18039,42362
914,131051
1514,60184
9658,140466
3516,140467
2663,17424
1756,72810
3556,39745
7960,71032
177,135496
53142,86874
177,40825
19560,270
15977,56004
9489,86183
61802,140468
14732,140469
1355,40463
4217,40036
2085,140470
1962,53429
5045,9208
173,51121
21447,140471
20660,10360
47611,140472
1009,874
61803,140473
18203,140474
810,4287
9158,140282
2431,93477
9130,15062
61804,2217
1687,140475
59384,140476
18729,38685
1514,140477
17294,46294
292,140478
61805,33
9803,30839
5043,140479
6465,2015
20125,27870
9027,3281
167,7050
12438,588
61806,140480
52887,18782
11156,38964
16391,140481
61807,9700
10882,101433
1144,5444
4886,9629
27049,10122
1481,140482
6393,3851
3555,25954
44011,13431
1524,123600
3551,140483
30,11567
720,140484
61808,61295
40247,32339
61809,140485
3887,25967
7178,135735
70,82451
1181,140486
2213,45551
50143,206
61810,40335
24546,522
696,8659
3518,4364
538,14269
668,140487
61811,140488
47,10130
47594,56223
2595,61875
3036,140489
61812,270
4134,988
13927,2190
61813,1391
303,30600
30422,979
224,140490
2438,72512
423,140491
61814,11849
3320,140492
8846,1035
235,7328
61815,74228
39916,42
4082,63175
19789,17015
1125,140493
9933,15189
6720,9242
3113,11534
42237,93049
61816,48401
3069,237
26215,140494
61817,140495
8211,140496
29170,6343
3831,138418
5841,4491
61818,2185
3555,140497
6737,3014
1275,9947
2989,16774
11973,140498
27556,3485
42623,140499
7087,7967
11059,10575
588,52846
8352,7572
58792,42
4907,198
2095,24179
61819,104373
47,140500
61820,36056
61821,15606
3072,12523
18597,588
61822,140501
1986,140502
480,140503
61823,8684
3990,140504
12360,140505
10276,2876
47,140506
1566,140507
61824,6995
1454,13938
61825,2277
6916,65526
19693,18632
788,39804
61826,140508
1458,4379
2644,112982
61827,9322
1201,29865
5687,17380
4297,27282
678,6445
535,78531
8247,31804
1440,1085
37126,10411
4329,2287
3069,2778
5396,140509
990,11195
59093,24228
2191,106394
4174,15329
456,121978
61828,51219
5211,13619
1006,2615
1393,97349
4691,140510
735,45782
13058,232
5748,2008
668,140511
14614,89199
10752,33852
61829,53060
292,140512
61830,2324
856,99967
63,23116
5883,2364
21488,48145
2051,27475
22280,411
17358,4910
9038,140513
1297,106578
3377,740
47,57313
55771,140514
61032,84144
40992,17853
19936,14752
227,55621
560,140515
9788,140516
2204,411
865,25281
2766,9407
1676,140517
61831,44860
61832,12301
20149,140518
6695,140519
1110,140520
47,140521
13364,140522
2575,8816
37266,3190
864,140523
5562,140524
3072,91350
36725,4384
14278,8772
2010,110401
2830,140525
3278,11554
128,1619
9847,37200
9586,5987
2111,11126
43330,17504
5687,69282
4718,60584
4543,140526
8168,9807
10179,42368
61833,26558
21597,140527
56,43471
61834,3409
4176,7062
11093,21055
61835,8222
2467,140528
1907,5162
10396,45991
1834,30060
12833,66768
6999,47657
177,71829
3888,140529
6648,140530
1156,16537
1308,140531
10159,37096
4776,12718
2085,140532
1175,140533
25,140534
13279,134110
61836,77289
27319,63224
